Local time,Ask,Bid,AskVolume,BidVolume
22.01.2024 09:07:25.560 GMT-0600,194.583,194.55700000000002,0.012,0.012
22.01.2024 09:07:25.611 GMT-0600,194.58400000000003,194.566,0.012,0.012
22.01.2024 09:07:25.662 GMT-0600,194.593,194.567,0.012,0.012
22.01.2024 09:07:25.919 GMT-0600,194.58400000000003,194.566,0.012,0.012
22.01.2024 09:07:26.070 GMT-0600,194.583,194.55700000000002,0.012,0.012
22.01.2024 09:07:26.170 GMT-0600,194.583,194.567,0.012,0.012
22.01.2024 09:07:27.977 GMT-0600,194.59400000000002,194.566,0.012,0.012
22.01.2024 09:07:28.027 GMT-0600,194.603,194.58700000000002,0.012,0.012
22.01.2024 09:07:28.077 GMT-0600,194.604,194.576,0.012,0.012
22.01.2024 09:07:28.228 GMT-0600,194.604,194.58599999999998,0.012,0.012
22.01.2024 09:07:28.478 GMT-0600,194.593,194.577,0.012,0.012
22.01.2024 09:07:28.629 GMT-0600,194.59400000000002,194.566,0.012,0.012
22.01.2024 09:07:28.881 GMT-0600,194.58400000000003,194.55599999999998,0.012,0.012
22.01.2024 09:07:29.031 GMT-0600,194.593,194.567,0.012,0.012
22.01.2024 09:07:29.282 GMT-0600,194.59400000000002,194.576,0.012,0.012
22.01.2024 09:07:29.333 GMT-0600,194.604,194.576,0.012,0.012
22.01.2024 09:07:29.433 GMT-0600,194.603,194.58700000000002,0.012,0.012
22.01.2024 09:07:29.484 GMT-0600,194.61400000000003,194.58599999999998,0.012,0.012
22.01.2024 09:07:29.584 GMT-0600,194.604,194.58599999999998,0.012,0.012
22.01.2024 09:07:29.685 GMT-0600,194.613,194.58700000000002,0.012,0.012
22.01.2024 09:07:30.036 GMT-0600,194.603,194.58700000000002,0.012,0.012
22.01.2024 09:07:30.288 GMT-0600,194.61400000000003,194.58599999999998,0.012,0.012
22.01.2024 09:07:30.488 GMT-0600,194.61400000000003,194.596,0.012,0.012
22.01.2024 09:07:30.639 GMT-0600,194.61400000000003,194.58599999999998,0.012,0.012
22.01.2024 09:07:31.241 GMT-0600,194.613,194.597,0.012,0.012
22.01.2024 09:07:31.391 GMT-0600,194.61400000000003,194.58599999999998,0.012,0.012
22.01.2024 09:07:31.542 GMT-0600,194.61400000000003,194.596,0.012,0.012
22.01.2024 09:07:32.093 GMT-0600,194.61400000000003,194.58599999999998,0.012,0.012
22.01.2024 09:07:32.144 GMT-0600,194.604,194.58599999999998,0.012,0.012
22.01.2024 09:07:32.345 GMT-0600,194.61400000000003,194.596,0.012,0.012
22.01.2024 09:07:32.846 GMT-0600,194.604,194.58599999999998,0.012,0.012
22.01.2024 09:07:32.896 GMT-0600,194.613,194.58700000000002,0.012,0.012
22.01.2024 09:07:33.147 GMT-0600,194.61400000000003,194.596,0.012,0.012
22.01.2024 09:07:33.198 GMT-0600,194.61400000000003,194.58599999999998,0.012,0.012
22.01.2024 09:07:33.499 GMT-0600,194.61400000000003,194.596,0.012,0.012
22.01.2024 09:07:34.301 GMT-0600,194.61400000000003,194.58599999999998,0.012,0.012
22.01.2024 09:07:34.502 GMT-0600,194.61400000000003,194.596,0.012,0.012
22.01.2024 09:07:34.803 GMT-0600,194.623,194.607,0.012,0.012
22.01.2024 09:07:35.405 GMT-0600,194.633,194.61700000000002,0.012,0.012
22.01.2024 09:07:37.011 GMT-0600,194.633,194.607,0.012,0.012
22.01.2024 09:07:37.112 GMT-0600,194.623,194.597,0.012,0.012
22.01.2024 09:07:37.313 GMT-0600,194.62400000000002,194.606,0.012,0.012
22.01.2024 09:07:37.363 GMT-0600,194.633,194.607,0.012,0.012
22.01.2024 09:07:37.414 GMT-0600,194.62400000000002,194.606,0.012,0.012
22.01.2024 09:07:37.514 GMT-0600,194.633,194.607,0.012,0.012
22.01.2024 09:07:37.615 GMT-0600,194.62400000000002,194.606,0.012,0.012
22.01.2024 09:07:37.665 GMT-0600,194.62400000000002,194.596,0.012,0.012
22.01.2024 09:07:37.816 GMT-0600,194.61400000000003,194.58599999999998,0.012,0.012
22.01.2024 09:07:38.067 GMT-0600,194.613,194.597,0.012,0.012
22.01.2024 09:07:38.168 GMT-0600,194.613,194.58700000000002,0.012,0.012
22.01.2024 09:07:38.237 GMT-0600,194.623,194.597,0.012,0.012
22.01.2024 09:07:38.339 GMT-0600,194.613,194.597,0.012,0.012
22.01.2024 09:07:39.155 GMT-0600,194.603,194.58700000000002,0.012,0.012
22.01.2024 09:07:39.206 GMT-0600,194.604,194.576,0.012,0.012
22.01.2024 09:07:39.256 GMT-0600,194.593,194.577,0.012,0.012
22.01.2024 09:07:40.860 GMT-0600,194.59400000000002,194.566,0.012,0.012
22.01.2024 09:07:40.910 GMT-0600,194.593,194.577,0.012,0.012
22.01.2024 09:07:41.061 GMT-0600,194.613,194.58700000000002,0.012,0.012
22.01.2024 09:07:41.161 GMT-0600,194.604,194.576,0.012,0.012
22.01.2024 09:07:41.563 GMT-0600,194.613,194.58700000000002,0.012,0.012
22.01.2024 09:07:41.764 GMT-0600,194.604,194.576,0.012,0.012
22.01.2024 09:07:41.914 GMT-0600,194.613,194.58700000000002,0.012,0.012
22.01.2024 09:07:42.666 GMT-0600,194.604,194.58599999999998,0.012,0.012
22.01.2024 09:07:42.766 GMT-0600,194.613,194.58700000000002,0.012,0.012
22.01.2024 09:07:43.067 GMT-0600,194.613,194.597,0.012,0.012
22.01.2024 09:07:43.218 GMT-0600,194.633,194.607,0.012,0.012
22.01.2024 09:07:43.669 GMT-0600,194.63400000000001,194.61599999999999,0.012,0.012
22.01.2024 09:07:43.820 GMT-0600,194.633,194.607,0.012,0.012
22.01.2024 09:07:43.920 GMT-0600,194.62400000000002,194.606,0.012,0.012
22.01.2024 09:07:44.021 GMT-0600,194.623,194.597,0.012,0.012
22.01.2024 09:07:44.322 GMT-0600,194.633,194.607,0.012,0.012
22.01.2024 09:07:44.472 GMT-0600,194.633,194.61700000000002,0.012,0.012
22.01.2024 09:07:44.723 GMT-0600,194.633,194.607,0.012,0.012
22.01.2024 09:07:45.024 GMT-0600,194.63400000000001,194.61599999999999,0.012,0.012
22.01.2024 09:07:45.124 GMT-0600,194.63400000000001,194.606,0.012,0.012
22.01.2024 09:07:45.826 GMT-0600,194.633,194.61700000000002,0.012,0.012
22.01.2024 09:07:45.976 GMT-0600,194.63400000000001,194.606,0.012,0.012
22.01.2024 09:07:46.027 GMT-0600,194.633,194.61700000000002,0.012,0.012
22.01.2024 09:07:46.127 GMT-0600,194.65400000000002,194.62599999999998,0.012,0.012
22.01.2024 09:07:46.178 GMT-0600,194.643,194.627,0.012,0.012
22.01.2024 09:07:46.629 GMT-0600,194.653,194.637,0.012,0.012
22.01.2024 09:07:46.680 GMT-0600,194.663,194.637,0.012,0.012
22.01.2024 09:07:47.332 GMT-0600,194.674,194.646,0.012,0.012
22.01.2024 09:07:47.533 GMT-0600,194.66400000000002,194.646,0.012,0.012
22.01.2024 09:07:47.583 GMT-0600,194.673,194.64700000000002,0.012,0.012
22.01.2024 09:07:48.234 GMT-0600,194.66400000000002,194.646,0.012,0.012
22.01.2024 09:07:48.285 GMT-0600,194.663,194.637,0.012,0.012
22.01.2024 09:07:48.636 GMT-0600,194.674,194.636,0.012,0.012
22.01.2024 09:07:48.837 GMT-0600,194.66400000000002,194.636,0.012,0.012
22.01.2024 09:07:49.188 GMT-0600,194.673,194.64700000000002,0.012,0.012
22.01.2024 09:07:50.591 GMT-0600,194.663,194.64700000000002,0.012,0.012
22.01.2024 09:07:50.641 GMT-0600,194.673,194.64700000000002,0.012,0.012
22.01.2024 09:07:51.142 GMT-0600,194.68400000000003,194.65599999999998,0.012,0.012
22.01.2024 09:07:51.243 GMT-0600,194.674,194.646,0.012,0.012
22.01.2024 09:07:51.344 GMT-0600,194.683,194.657,0.012,0.012
22.01.2024 09:07:51.544 GMT-0600,194.674,194.65599999999998,0.012,0.012
22.01.2024 09:07:51.595 GMT-0600,194.673,194.64700000000002,0.012,0.012
22.01.2024 09:07:52.045 GMT-0600,194.673,194.657,0.012,0.012
22.01.2024 09:07:52.196 GMT-0600,194.674,194.646,0.012,0.012
22.01.2024 09:07:52.447 GMT-0600,194.673,194.657,0.012,0.012
22.01.2024 09:07:52.547 GMT-0600,194.674,194.646,0.012,0.012
22.01.2024 09:07:52.898 GMT-0600,194.674,194.65599999999998,0.012,0.012
22.01.2024 09:07:53.048 GMT-0600,194.674,194.646,0.012,0.012
22.01.2024 09:07:53.099 GMT-0600,194.674,194.65599999999998,0.012,0.012
22.01.2024 09:07:53.149 GMT-0600,194.68400000000003,194.65599999999998,0.012,0.012
22.01.2024 09:07:53.400 GMT-0600,194.683,194.667,0.012,0.012
22.01.2024 09:07:53.500 GMT-0600,194.683,194.657,0.012,0.012
22.01.2024 09:07:53.952 GMT-0600,194.683,194.667,0.012,0.012
22.01.2024 09:07:54.102 GMT-0600,194.683,194.657,0.012,0.012
22.01.2024 09:07:54.253 GMT-0600,194.674,194.65599999999998,0.012,0.012
22.01.2024 09:07:54.304 GMT-0600,194.673,194.64700000000002,0.012,0.012
22.01.2024 09:07:54.454 GMT-0600,194.66400000000002,194.646,0.012,0.012
22.01.2024 09:07:55.353 GMT-0600,194.66400000000002,194.636,0.012,0.012
22.01.2024 09:07:55.604 GMT-0600,194.653,194.637,0.012,0.012
22.01.2024 09:07:56.005 GMT-0600,194.674,194.646,0.012,0.012
22.01.2024 09:07:56.156 GMT-0600,194.66400000000002,194.646,0.012,0.012
22.01.2024 09:07:56.206 GMT-0600,194.674,194.646,0.012,0.012
22.01.2024 09:07:56.507 GMT-0600,194.68400000000003,194.65599999999998,0.012,0.012
22.01.2024 09:07:56.608 GMT-0600,194.704,194.676,0.012,0.012
22.01.2024 09:07:56.909 GMT-0600,194.69400000000002,194.666,0.012,0.012
22.01.2024 09:07:57.410 GMT-0600,194.683,194.667,0.012,0.012
22.01.2024 09:07:57.761 GMT-0600,194.683,194.657,0.012,0.012
22.01.2024 09:07:57.812 GMT-0600,194.674,194.65599999999998,0.012,0.012
22.01.2024 09:07:58.213 GMT-0600,194.68400000000003,194.65599999999998,0.012,0.012
22.01.2024 09:07:58.714 GMT-0600,194.673,194.657,0.012,0.012
22.01.2024 09:07:58.764 GMT-0600,194.674,194.646,0.012,0.012
22.01.2024 09:07:58.915 GMT-0600,194.663,194.64700000000002,0.012,0.012
22.01.2024 09:07:59.015 GMT-0600,194.673,194.64700000000002,0.012,0.012
22.01.2024 09:07:59.366 GMT-0600,194.68400000000003,194.65599999999998,0.012,0.012
22.01.2024 09:07:59.467 GMT-0600,194.674,194.646,0.012,0.012
22.01.2024 09:07:59.869 GMT-0600,194.66400000000002,194.646,0.012,0.012
22.01.2024 09:07:59.970 GMT-0600,194.673,194.64700000000002,0.012,0.012
22.01.2024 09:08:00.071 GMT-0600,194.683,194.657,0.012,0.012
22.01.2024 09:08:00.172 GMT-0600,194.69400000000002,194.666,0.012,0.012
22.01.2024 09:08:00.323 GMT-0600,194.68400000000003,194.666,0.012,0.012
22.01.2024 09:08:00.373 GMT-0600,194.69299999999998,194.667,0.012,0.012
22.01.2024 09:08:00.574 GMT-0600,194.69299999999998,194.67700000000002,0.012,0.012
22.01.2024 09:08:00.625 GMT-0600,194.69400000000002,194.666,0.012,0.012
22.01.2024 09:08:00.975 GMT-0600,194.704,194.676,0.012,0.012
22.01.2024 09:08:01.176 GMT-0600,194.703,194.687,0.012,0.012
22.01.2024 09:08:01.429 GMT-0600,194.713,194.687,0.012,0.012
22.01.2024 09:08:01.479 GMT-0600,194.704,194.676,0.012,0.012
22.01.2024 09:08:02.081 GMT-0600,194.69299999999998,194.67700000000002,0.012,0.012
22.01.2024 09:08:02.131 GMT-0600,194.69299999999998,194.667,0.012,0.012
22.01.2024 09:08:02.231 GMT-0600,194.704,194.676,0.012,0.012
22.01.2024 09:08:02.482 GMT-0600,194.69299999999998,194.667,0.012,0.012
22.01.2024 09:08:02.883 GMT-0600,194.69299999999998,194.657,0.012,0.012
22.01.2024 09:08:02.934 GMT-0600,194.69299999999998,194.667,0.012,0.012
22.01.2024 09:08:03.084 GMT-0600,194.683,194.657,0.012,0.012
22.01.2024 09:08:03.185 GMT-0600,194.673,194.64700000000002,0.012,0.012
22.01.2024 09:08:03.335 GMT-0600,194.68400000000003,194.65599999999998,0.012,0.012
22.01.2024 09:08:03.436 GMT-0600,194.674,194.646,0.012,0.012
22.01.2024 09:08:04.288 GMT-0600,194.674,194.65599999999998,0.012,0.012
22.01.2024 09:08:04.939 GMT-0600,194.674,194.646,0.012,0.012
22.01.2024 09:08:05.040 GMT-0600,194.663,194.64700000000002,0.012,0.012
22.01.2024 09:08:05.341 GMT-0600,194.673,194.64700000000002,0.012,0.012
22.01.2024 09:08:05.542 GMT-0600,194.663,194.64700000000002,0.012,0.012
22.01.2024 09:08:05.692 GMT-0600,194.65400000000002,194.636,0.012,0.012
22.01.2024 09:08:05.994 GMT-0600,194.65400000000002,194.62599999999998,0.012,0.012
22.01.2024 09:08:06.095 GMT-0600,194.644,194.61599999999999,0.012,0.012
22.01.2024 09:08:06.346 GMT-0600,194.63400000000001,194.61599999999999,0.012,0.012
22.01.2024 09:08:06.547 GMT-0600,194.643,194.61700000000002,0.012,0.012
22.01.2024 09:08:06.698 GMT-0600,194.633,194.61700000000002,0.012,0.012
22.01.2024 09:08:06.798 GMT-0600,194.643,194.61700000000002,0.012,0.012
22.01.2024 09:08:06.999 GMT-0600,194.63400000000001,194.61599999999999,0.012,0.012
22.01.2024 09:08:07.350 GMT-0600,194.63400000000001,194.606,0.012,0.012
22.01.2024 09:08:07.551 GMT-0600,194.62400000000002,194.606,0.012,0.012
22.01.2024 09:08:08.002 GMT-0600,194.623,194.597,0.012,0.012
22.01.2024 09:08:08.203 GMT-0600,194.62400000000002,194.606,0.012,0.012
22.01.2024 09:08:08.253 GMT-0600,194.623,194.597,0.012,0.012
22.01.2024 09:08:08.955 GMT-0600,194.62400000000002,194.606,0.012,0.012
22.01.2024 09:08:09.657 GMT-0600,194.623,194.597,0.012,0.012
22.01.2024 09:08:09.858 GMT-0600,194.62400000000002,194.606,0.012,0.012
22.01.2024 09:08:09.908 GMT-0600,194.62400000000002,194.596,0.012,0.012
22.01.2024 09:08:10.109 GMT-0600,194.623,194.607,0.012,0.012
22.01.2024 09:08:10.544 GMT-0600,194.62400000000002,194.596,0.012,0.012
22.01.2024 09:08:10.745 GMT-0600,194.61400000000003,194.596,0.012,0.012
22.01.2024 09:08:10.945 GMT-0600,194.603,194.577,0.012,0.012
22.01.2024 09:08:11.147 GMT-0600,194.59400000000002,194.566,0.012,0.012
22.01.2024 09:08:11.398 GMT-0600,194.583,194.55700000000002,0.012,0.012
22.01.2024 09:08:11.850 GMT-0600,194.58400000000003,194.566,0.012,0.012
22.01.2024 09:08:12.000 GMT-0600,194.58400000000003,194.55599999999998,0.012,0.012
22.01.2024 09:08:12.702 GMT-0600,194.574,194.546,0.012,0.012
22.01.2024 09:08:12.853 GMT-0600,194.563,194.54700000000003,0.012,0.012
22.01.2024 09:08:12.954 GMT-0600,194.574,194.546,0.012,0.012
22.01.2024 09:08:13.004 GMT-0600,194.563,194.54700000000003,0.012,0.012
22.01.2024 09:08:13.255 GMT-0600,194.574,194.546,0.012,0.012
22.01.2024 09:08:13.505 GMT-0600,194.563,194.54700000000003,0.012,0.012
22.01.2024 09:08:13.556 GMT-0600,194.574,194.546,0.012,0.012
22.01.2024 09:08:13.756 GMT-0600,194.56400000000002,194.546,0.012,0.012
22.01.2024 09:08:13.907 GMT-0600,194.574,194.546,0.012,0.012
22.01.2024 09:08:14.057 GMT-0600,194.563,194.54700000000003,0.012,0.012
22.01.2024 09:08:14.158 GMT-0600,194.573,194.54700000000003,0.012,0.012
22.01.2024 09:08:14.258 GMT-0600,194.56400000000002,194.546,0.012,0.012
22.01.2024 09:08:14.559 GMT-0600,194.573,194.54700000000003,0.012,0.012
22.01.2024 09:08:14.960 GMT-0600,194.56400000000002,194.546,0.012,0.012
22.01.2024 09:08:16.363 GMT-0600,194.58400000000003,194.566,0.012,0.012
22.01.2024 09:08:16.414 GMT-0600,194.583,194.55700000000002,0.012,0.012
22.01.2024 09:08:16.464 GMT-0600,194.573,194.55700000000002,0.012,0.012
22.01.2024 09:08:16.919 GMT-0600,194.583,194.567,0.012,0.012
22.01.2024 09:08:17.119 GMT-0600,194.58400000000003,194.55599999999998,0.012,0.012
22.01.2024 09:08:17.323 GMT-0600,194.58400000000003,194.566,0.012,0.012
22.01.2024 09:08:17.474 GMT-0600,194.593,194.567,0.012,0.012
22.01.2024 09:08:18.175 GMT-0600,194.583,194.567,0.012,0.012
22.01.2024 09:08:18.225 GMT-0600,194.59400000000002,194.566,0.012,0.012
22.01.2024 09:08:18.276 GMT-0600,194.58400000000003,194.566,0.012,0.012
22.01.2024 09:08:18.326 GMT-0600,194.583,194.55700000000002,0.012,0.012
22.01.2024 09:08:18.427 GMT-0600,194.563,194.54700000000003,0.012,0.012
22.01.2024 09:08:18.527 GMT-0600,194.573,194.54700000000003,0.012,0.012
22.01.2024 09:08:18.728 GMT-0600,194.583,194.55700000000002,0.012,0.012
22.01.2024 09:08:19.730 GMT-0600,194.583,194.567,0.012,0.012
22.01.2024 09:08:19.881 GMT-0600,194.583,194.55700000000002,0.012,0.012
22.01.2024 09:08:20.082 GMT-0600,194.59400000000002,194.566,0.012,0.012
22.01.2024 09:08:20.183 GMT-0600,194.583,194.55700000000002,0.012,0.012
22.01.2024 09:08:20.333 GMT-0600,194.573,194.55700000000002,0.012,0.012
22.01.2024 09:08:20.634 GMT-0600,194.573,194.54700000000003,0.012,0.012
22.01.2024 09:08:20.835 GMT-0600,194.573,194.55700000000002,0.012,0.012
22.01.2024 09:08:21.036 GMT-0600,194.574,194.546,0.012,0.012
22.01.2024 09:08:21.136 GMT-0600,194.573,194.55700000000002,0.012,0.012
22.01.2024 09:08:21.487 GMT-0600,194.583,194.567,0.012,0.012
22.01.2024 09:08:21.989 GMT-0600,194.603,194.58700000000002,0.012,0.012
22.01.2024 09:08:22.190 GMT-0600,194.613,194.58700000000002,0.012,0.012
22.01.2024 09:08:22.391 GMT-0600,194.623,194.597,0.012,0.012
22.01.2024 09:08:22.742 GMT-0600,194.633,194.607,0.012,0.012
22.01.2024 09:08:23.243 GMT-0600,194.62400000000002,194.606,0.012,0.012
22.01.2024 09:08:23.294 GMT-0600,194.63400000000001,194.606,0.012,0.012
22.01.2024 09:08:23.394 GMT-0600,194.623,194.597,0.012,0.012
22.01.2024 09:08:23.495 GMT-0600,194.61400000000003,194.58599999999998,0.012,0.012
22.01.2024 09:08:23.646 GMT-0600,194.613,194.597,0.012,0.012
22.01.2024 09:08:23.696 GMT-0600,194.623,194.597,0.012,0.012
22.01.2024 09:08:23.897 GMT-0600,194.613,194.58700000000002,0.012,0.012
22.01.2024 09:08:24.248 GMT-0600,194.613,194.597,0.012,0.012
22.01.2024 09:08:24.499 GMT-0600,194.613,194.58700000000002,0.012,0.012
22.01.2024 09:08:24.699 GMT-0600,194.603,194.577,0.012,0.012
22.01.2024 09:08:24.800 GMT-0600,194.59400000000002,194.576,0.012,0.012
22.01.2024 09:08:24.900 GMT-0600,194.59400000000002,194.566,0.012,0.012
22.01.2024 09:08:25.001 GMT-0600,194.59400000000002,194.576,0.012,0.012
22.01.2024 09:08:25.051 GMT-0600,194.59400000000002,194.566,0.012,0.012
22.01.2024 09:08:25.102 GMT-0600,194.59400000000002,194.576,0.012,0.012
22.01.2024 09:08:25.252 GMT-0600,194.593,194.567,0.012,0.012
22.01.2024 09:08:25.303 GMT-0600,194.593,194.577,0.012,0.012
22.01.2024 09:08:25.453 GMT-0600,194.593,194.567,0.012,0.012
22.01.2024 09:08:25.704 GMT-0600,194.583,194.55700000000002,0.012,0.012
22.01.2024 09:08:25.874 GMT-0600,194.573,194.55700000000002,0.012,0.012
22.01.2024 09:08:25.978 GMT-0600,194.58400000000003,194.546,0.012,0.012
22.01.2024 09:08:26.029 GMT-0600,194.573,194.54700000000003,0.012,0.012
22.01.2024 09:08:26.232 GMT-0600,194.563,194.54700000000003,0.012,0.012
22.01.2024 09:08:26.432 GMT-0600,194.573,194.54700000000003,0.012,0.012
22.01.2024 09:08:26.483 GMT-0600,194.56400000000002,194.546,0.012,0.012
22.01.2024 09:08:26.533 GMT-0600,194.574,194.546,0.012,0.012
22.01.2024 09:08:26.583 GMT-0600,194.56400000000002,194.546,0.012,0.012
22.01.2024 09:08:26.885 GMT-0600,194.573,194.54700000000003,0.012,0.012
22.01.2024 09:08:27.587 GMT-0600,194.563,194.54700000000003,0.012,0.012
22.01.2024 09:08:27.688 GMT-0600,194.55400000000003,194.536,0.012,0.012
22.01.2024 09:08:28.089 GMT-0600,194.56400000000002,194.536,0.012,0.012
22.01.2024 09:08:28.240 GMT-0600,194.553,194.537,0.012,0.012
22.01.2024 09:08:28.290 GMT-0600,194.553,194.52700000000002,0.012,0.012
22.01.2024 09:08:28.340 GMT-0600,194.563,194.537,0.012,0.012
22.01.2024 09:08:28.742 GMT-0600,194.55400000000003,194.536,0.012,0.012
22.01.2024 09:08:28.893 GMT-0600,194.573,194.54700000000003,0.012,0.012
22.01.2024 09:08:29.043 GMT-0600,194.573,194.55700000000002,0.012,0.012
22.01.2024 09:08:29.144 GMT-0600,194.573,194.54700000000003,0.012,0.012
22.01.2024 09:08:29.295 GMT-0600,194.58400000000003,194.55599999999998,0.012,0.012
22.01.2024 09:08:29.646 GMT-0600,194.574,194.546,0.012,0.012
22.01.2024 09:08:29.846 GMT-0600,194.573,194.55700000000002,0.012,0.012
22.01.2024 09:08:30.298 GMT-0600,194.58400000000003,194.55599999999998,0.012,0.012
22.01.2024 09:08:30.398 GMT-0600,194.574,194.55599999999998,0.012,0.012
22.01.2024 09:08:30.448 GMT-0600,194.574,194.546,0.012,0.012
22.01.2024 09:08:30.549 GMT-0600,194.583,194.55700000000002,0.012,0.012
22.01.2024 09:08:30.700 GMT-0600,194.573,194.55700000000002,0.012,0.012
22.01.2024 09:08:30.800 GMT-0600,194.574,194.546,0.012,0.012
22.01.2024 09:08:31.455 GMT-0600,194.574,194.55599999999998,0.012,0.012
22.01.2024 09:08:31.505 GMT-0600,194.583,194.55700000000002,0.012,0.012
22.01.2024 09:08:31.906 GMT-0600,194.58400000000003,194.566,0.012,0.012
22.01.2024 09:08:32.057 GMT-0600,194.593,194.567,0.012,0.012
22.01.2024 09:08:32.508 GMT-0600,194.58400000000003,194.566,0.012,0.012
22.01.2024 09:08:32.609 GMT-0600,194.59400000000002,194.566,0.012,0.012
22.01.2024 09:08:32.760 GMT-0600,194.593,194.577,0.012,0.012
22.01.2024 09:08:32.810 GMT-0600,194.604,194.576,0.012,0.012
22.01.2024 09:08:32.861 GMT-0600,194.603,194.58700000000002,0.012,0.012
22.01.2024 09:08:32.962 GMT-0600,194.604,194.576,0.012,0.012
22.01.2024 09:08:33.213 GMT-0600,194.593,194.567,0.012,0.012
22.01.2024 09:08:33.364 GMT-0600,194.603,194.58700000000002,0.012,0.012
22.01.2024 09:08:33.464 GMT-0600,194.603,194.577,0.012,0.012
22.01.2024 09:08:34.217 GMT-0600,194.604,194.58599999999998,0.012,0.012
22.01.2024 09:08:34.367 GMT-0600,194.593,194.567,0.012,0.012
22.01.2024 09:08:34.468 GMT-0600,194.583,194.567,0.012,0.012
22.01.2024 09:08:34.518 GMT-0600,194.58400000000003,194.55599999999998,0.012,0.012
22.01.2024 09:08:34.619 GMT-0600,194.583,194.567,0.012,0.012
22.01.2024 09:08:34.770 GMT-0600,194.59400000000002,194.566,0.012,0.012
22.01.2024 09:08:34.920 GMT-0600,194.604,194.576,0.012,0.012
22.01.2024 09:08:35.071 GMT-0600,194.593,194.577,0.012,0.012
22.01.2024 09:08:35.172 GMT-0600,194.59400000000002,194.566,0.012,0.012
22.01.2024 09:08:35.323 GMT-0600,194.58400000000003,194.55599999999998,0.012,0.012
22.01.2024 09:08:35.473 GMT-0600,194.583,194.567,0.012,0.012
22.01.2024 09:08:35.524 GMT-0600,194.583,194.55700000000002,0.012,0.012
22.01.2024 09:08:35.624 GMT-0600,194.59400000000002,194.55599999999998,0.012,0.012
22.01.2024 09:08:35.675 GMT-0600,194.59400000000002,194.566,0.012,0.012
22.01.2024 09:08:35.976 GMT-0600,194.604,194.576,0.012,0.012
22.01.2024 09:08:36.427 GMT-0600,194.603,194.58700000000002,0.012,0.012
22.01.2024 09:08:37.330 GMT-0600,194.604,194.576,0.012,0.012
22.01.2024 09:08:37.481 GMT-0600,194.603,194.58700000000002,0.012,0.012
22.01.2024 09:08:37.632 GMT-0600,194.593,194.567,0.012,0.012
22.01.2024 09:08:37.682 GMT-0600,194.603,194.577,0.012,0.012
22.01.2024 09:08:37.983 GMT-0600,194.603,194.58700000000002,0.012,0.012
22.01.2024 09:08:38.084 GMT-0600,194.623,194.597,0.012,0.012
22.01.2024 09:08:38.285 GMT-0600,194.61400000000003,194.596,0.012,0.012
22.01.2024 09:08:39.188 GMT-0600,194.613,194.58700000000002,0.012,0.012
22.01.2024 09:08:39.338 GMT-0600,194.59400000000002,194.566,0.012,0.012
22.01.2024 09:08:39.439 GMT-0600,194.603,194.567,0.012,0.012
22.01.2024 09:08:39.640 GMT-0600,194.593,194.567,0.012,0.012
22.01.2024 09:08:39.690 GMT-0600,194.604,194.566,0.012,0.012
22.01.2024 09:08:39.741 GMT-0600,194.603,194.577,0.012,0.012
22.01.2024 09:08:40.060 GMT-0600,194.61400000000003,194.58599999999998,0.012,0.012
22.01.2024 09:08:40.262 GMT-0600,194.603,194.58700000000002,0.012,0.012
22.01.2024 09:08:40.312 GMT-0600,194.604,194.576,0.012,0.012
22.01.2024 09:08:40.413 GMT-0600,194.604,194.58599999999998,0.012,0.012
22.01.2024 09:08:40.463 GMT-0600,194.604,194.576,0.012,0.012
22.01.2024 09:08:40.514 GMT-0600,194.613,194.58700000000002,0.012,0.012
22.01.2024 09:08:40.664 GMT-0600,194.604,194.58599999999998,0.012,0.012
22.01.2024 09:08:40.715 GMT-0600,194.603,194.577,0.012,0.012
22.01.2024 09:08:41.118 GMT-0600,194.593,194.577,0.012,0.012
22.01.2024 09:08:41.169 GMT-0600,194.604,194.576,0.012,0.012
22.01.2024 09:08:41.219 GMT-0600,194.59400000000002,194.576,0.012,0.012
22.01.2024 09:08:41.520 GMT-0600,194.604,194.576,0.012,0.012
22.01.2024 09:08:41.670 GMT-0600,194.604,194.58599999999998,0.012,0.012
22.01.2024 09:08:41.771 GMT-0600,194.603,194.577,0.012,0.012
22.01.2024 09:08:41.821 GMT-0600,194.593,194.577,0.012,0.012
22.01.2024 09:08:42.384 GMT-0600,194.583,194.55700000000002,0.012,0.012
22.01.2024 09:08:42.534 GMT-0600,194.583,194.567,0.012,0.012
22.01.2024 09:08:42.885 GMT-0600,194.593,194.577,0.012,0.012
22.01.2024 09:08:43.086 GMT-0600,194.593,194.567,0.012,0.012
22.01.2024 09:08:43.136 GMT-0600,194.593,194.577,0.012,0.012
22.01.2024 09:08:43.337 GMT-0600,194.593,194.567,0.012,0.012
22.01.2024 09:08:43.387 GMT-0600,194.59400000000002,194.576,0.012,0.012
22.01.2024 09:08:43.688 GMT-0600,194.58400000000003,194.566,0.012,0.012
22.01.2024 09:08:43.788 GMT-0600,194.58400000000003,194.55599999999998,0.012,0.012
22.01.2024 09:08:43.989 GMT-0600,194.583,194.567,0.012,0.012
22.01.2024 09:08:44.090 GMT-0600,194.574,194.55599999999998,0.012,0.012
22.01.2024 09:08:45.292 GMT-0600,194.583,194.567,0.012,0.012
22.01.2024 09:08:45.443 GMT-0600,194.58400000000003,194.55599999999998,0.012,0.012
