Local time,Ask,Bid,AskVolume,BidVolume
22.01.2024 09:40:25.260 GMT-0600,195.264,195.24599999999998,0.012,0.012
22.01.2024 09:40:25.411 GMT-0600,195.263,195.23700000000002,0.012,0.012
22.01.2024 09:40:25.662 GMT-0600,195.25400000000002,195.236,0.012,0.012
22.01.2024 09:40:26.113 GMT-0600,195.25400000000002,195.226,0.012,0.012
22.01.2024 09:40:26.163 GMT-0600,195.25400000000002,195.236,0.012,0.012
22.01.2024 09:40:26.615 GMT-0600,195.264,195.236,0.012,0.012
22.01.2024 09:40:26.715 GMT-0600,195.253,195.23700000000002,0.012,0.012
22.01.2024 09:40:26.815 GMT-0600,195.263,195.23700000000002,0.012,0.012
22.01.2024 09:40:27.116 GMT-0600,195.25400000000002,195.236,0.012,0.012
22.01.2024 09:40:29.224 GMT-0600,195.243,195.217,0.012,0.012
22.01.2024 09:40:30.728 GMT-0600,195.24400000000003,195.226,0.012,0.012
22.01.2024 09:40:31.029 GMT-0600,195.253,195.23700000000002,0.012,0.012
22.01.2024 09:40:31.981 GMT-0600,195.25400000000002,195.226,0.012,0.012
22.01.2024 09:40:32.032 GMT-0600,195.25400000000002,195.236,0.012,0.012
22.01.2024 09:40:32.282 GMT-0600,195.253,195.227,0.012,0.012
22.01.2024 09:40:32.333 GMT-0600,195.25400000000002,195.236,0.012,0.012
22.01.2024 09:40:32.383 GMT-0600,195.253,195.227,0.012,0.012
22.01.2024 09:40:32.433 GMT-0600,195.25400000000002,195.236,0.012,0.012
22.01.2024 09:40:32.734 GMT-0600,195.253,195.227,0.012,0.012
22.01.2024 09:40:33.486 GMT-0600,195.25400000000002,195.236,0.012,0.012
22.01.2024 09:40:34.339 GMT-0600,195.264,195.24599999999998,0.012,0.012
22.01.2024 09:40:34.440 GMT-0600,195.253,195.23700000000002,0.012,0.012
22.01.2024 09:40:34.892 GMT-0600,195.264,195.236,0.012,0.012
22.01.2024 09:40:34.993 GMT-0600,195.263,195.247,0.012,0.012
22.01.2024 09:40:35.444 GMT-0600,195.27400000000003,195.24599999999998,0.012,0.012
22.01.2024 09:40:35.645 GMT-0600,195.263,195.247,0.012,0.012
22.01.2024 09:40:35.796 GMT-0600,195.253,195.23700000000002,0.012,0.012
22.01.2024 09:40:36.147 GMT-0600,195.264,195.24599999999998,0.012,0.012
22.01.2024 09:40:36.197 GMT-0600,195.27400000000003,195.24599999999998,0.012,0.012
22.01.2024 09:40:36.541 GMT-0600,195.264,195.24599999999998,0.012,0.012
22.01.2024 09:40:36.892 GMT-0600,195.25400000000002,195.236,0.012,0.012
22.01.2024 09:40:37.043 GMT-0600,195.25400000000002,195.226,0.012,0.012
22.01.2024 09:40:37.545 GMT-0600,195.253,195.23700000000002,0.012,0.012
22.01.2024 09:40:37.596 GMT-0600,195.253,195.227,0.012,0.012
22.01.2024 09:40:37.746 GMT-0600,195.25400000000002,195.236,0.012,0.012
22.01.2024 09:40:40.552 GMT-0600,195.243,195.217,0.012,0.012
22.01.2024 09:40:40.803 GMT-0600,195.22400000000002,195.196,0.012,0.012
22.01.2024 09:40:40.954 GMT-0600,195.213,195.187,0.012,0.012
22.01.2024 09:40:41.656 GMT-0600,195.21400000000003,195.196,0.012,0.012
22.01.2024 09:40:41.756 GMT-0600,195.213,195.187,0.012,0.012
22.01.2024 09:40:42.057 GMT-0600,195.204,195.18599999999998,0.012,0.012
22.01.2024 09:40:42.258 GMT-0600,195.22400000000002,195.196,0.012,0.012
22.01.2024 09:40:42.308 GMT-0600,195.22299999999998,195.20700000000002,0.012,0.012
22.01.2024 09:40:42.760 GMT-0600,195.22400000000002,195.196,0.012,0.012
22.01.2024 09:40:43.061 GMT-0600,195.233,195.20700000000002,0.012,0.012
22.01.2024 09:40:43.162 GMT-0600,195.22299999999998,195.197,0.012,0.012
22.01.2024 09:40:43.765 GMT-0600,195.21400000000003,195.196,0.012,0.012
22.01.2024 09:40:43.816 GMT-0600,195.22400000000002,195.196,0.012,0.012
22.01.2024 09:40:44.767 GMT-0600,195.21400000000003,195.196,0.012,0.012
22.01.2024 09:40:45.118 GMT-0600,195.203,195.17700000000002,0.012,0.012
22.01.2024 09:40:45.420 GMT-0600,195.19299999999998,195.17700000000002,0.012,0.012
22.01.2024 09:40:45.721 GMT-0600,195.203,195.17700000000002,0.012,0.012
22.01.2024 09:40:46.022 GMT-0600,195.213,195.187,0.012,0.012
22.01.2024 09:40:46.173 GMT-0600,195.203,195.17700000000002,0.012,0.012
22.01.2024 09:40:46.373 GMT-0600,195.213,195.17700000000002,0.012,0.012
22.01.2024 09:40:46.424 GMT-0600,195.213,195.187,0.012,0.012
22.01.2024 09:40:47.177 GMT-0600,195.213,195.197,0.012,0.012
22.01.2024 09:40:47.327 GMT-0600,195.234,195.206,0.012,0.012
22.01.2024 09:40:47.428 GMT-0600,195.22400000000002,195.206,0.012,0.012
22.01.2024 09:40:48.430 GMT-0600,195.22299999999998,195.197,0.012,0.012
22.01.2024 09:40:48.481 GMT-0600,195.22299999999998,195.20700000000002,0.012,0.012
22.01.2024 09:40:48.832 GMT-0600,195.22400000000002,195.196,0.012,0.012
22.01.2024 09:40:48.932 GMT-0600,195.22400000000002,195.206,0.012,0.012
22.01.2024 09:40:49.133 GMT-0600,195.213,195.197,0.012,0.012
22.01.2024 09:40:49.234 GMT-0600,195.213,195.187,0.012,0.012
22.01.2024 09:40:49.284 GMT-0600,195.204,195.18599999999998,0.012,0.012
22.01.2024 09:40:49.385 GMT-0600,195.204,195.176,0.012,0.012
22.01.2024 09:40:49.435 GMT-0600,195.19299999999998,195.17700000000002,0.012,0.012
22.01.2024 09:40:49.536 GMT-0600,195.183,195.167,0.012,0.012
22.01.2024 09:40:51.733 GMT-0600,195.204,195.176,0.012,0.012
22.01.2024 09:40:51.883 GMT-0600,195.19400000000002,195.166,0.012,0.012
22.01.2024 09:40:52.284 GMT-0600,195.203,195.17700000000002,0.012,0.012
22.01.2024 09:40:52.435 GMT-0600,195.19299999999998,195.17700000000002,0.012,0.012
22.01.2024 09:40:52.486 GMT-0600,195.204,195.176,0.012,0.012
22.01.2024 09:40:52.787 GMT-0600,195.19400000000002,195.176,0.012,0.012
22.01.2024 09:40:52.938 GMT-0600,195.204,195.176,0.012,0.012
22.01.2024 09:40:52.988 GMT-0600,195.19299999999998,195.167,0.012,0.012
22.01.2024 09:40:53.089 GMT-0600,195.183,195.167,0.012,0.012
22.01.2024 09:40:53.140 GMT-0600,195.19400000000002,195.166,0.012,0.012
22.01.2024 09:40:53.340 GMT-0600,195.183,195.167,0.012,0.012
22.01.2024 09:40:53.390 GMT-0600,195.19400000000002,195.166,0.012,0.012
22.01.2024 09:40:53.591 GMT-0600,195.183,195.167,0.012,0.012
22.01.2024 09:40:53.641 GMT-0600,195.19400000000002,195.166,0.012,0.012
22.01.2024 09:40:54.194 GMT-0600,195.19400000000002,195.176,0.012,0.012
22.01.2024 09:40:54.294 GMT-0600,195.19299999999998,195.167,0.012,0.012
22.01.2024 09:40:54.445 GMT-0600,195.18400000000003,195.166,0.012,0.012
22.01.2024 09:40:54.495 GMT-0600,195.19299999999998,195.167,0.012,0.012
22.01.2024 09:40:54.595 GMT-0600,195.18400000000003,195.166,0.012,0.012
22.01.2024 09:40:54.696 GMT-0600,195.19400000000002,195.176,0.012,0.012
22.01.2024 09:40:54.746 GMT-0600,195.19299999999998,195.167,0.012,0.012
22.01.2024 09:40:55.097 GMT-0600,195.183,195.167,0.012,0.012
22.01.2024 09:40:55.547 GMT-0600,195.19400000000002,195.176,0.012,0.012
22.01.2024 09:40:55.648 GMT-0600,195.203,195.187,0.012,0.012
22.01.2024 09:40:56.001 GMT-0600,195.213,195.197,0.012,0.012
22.01.2024 09:40:56.402 GMT-0600,195.22400000000002,195.196,0.012,0.012
22.01.2024 09:40:56.452 GMT-0600,195.213,195.197,0.012,0.012
22.01.2024 09:40:56.503 GMT-0600,195.22299999999998,195.197,0.012,0.012
22.01.2024 09:40:56.553 GMT-0600,195.213,195.187,0.012,0.012
22.01.2024 09:40:56.803 GMT-0600,195.21400000000003,195.196,0.012,0.012
22.01.2024 09:40:56.854 GMT-0600,195.21400000000003,195.18599999999998,0.012,0.012
22.01.2024 09:40:56.904 GMT-0600,195.22400000000002,195.196,0.012,0.012
22.01.2024 09:40:57.355 GMT-0600,195.21400000000003,195.18599999999998,0.012,0.012
22.01.2024 09:40:57.456 GMT-0600,195.22400000000002,195.196,0.012,0.012
22.01.2024 09:40:57.656 GMT-0600,195.213,195.187,0.012,0.012
22.01.2024 09:40:57.907 GMT-0600,195.213,195.197,0.012,0.012
22.01.2024 09:40:58.158 GMT-0600,195.233,195.20700000000002,0.012,0.012
22.01.2024 09:40:58.409 GMT-0600,195.22400000000002,195.206,0.012,0.012
22.01.2024 09:40:58.609 GMT-0600,195.234,195.21599999999998,0.012,0.012
22.01.2024 09:40:58.860 GMT-0600,195.243,195.217,0.012,0.012
22.01.2024 09:40:58.961 GMT-0600,195.24400000000003,195.226,0.012,0.012
22.01.2024 09:40:59.513 GMT-0600,195.253,195.23700000000002,0.012,0.012
22.01.2024 09:40:59.563 GMT-0600,195.264,195.236,0.012,0.012
22.01.2024 09:40:59.613 GMT-0600,195.25400000000002,195.236,0.012,0.012
22.01.2024 09:41:00.766 GMT-0600,195.263,195.23700000000002,0.012,0.012
22.01.2024 09:41:00.817 GMT-0600,195.253,195.23700000000002,0.012,0.012
22.01.2024 09:41:00.917 GMT-0600,195.234,195.21599999999998,0.012,0.012
22.01.2024 09:41:00.969 GMT-0600,195.233,195.20700000000002,0.012,0.012
22.01.2024 09:41:01.019 GMT-0600,195.22299999999998,195.20700000000002,0.012,0.012
22.01.2024 09:41:01.120 GMT-0600,195.21400000000003,195.196,0.012,0.012
22.01.2024 09:41:01.170 GMT-0600,195.213,195.187,0.012,0.012
22.01.2024 09:41:01.221 GMT-0600,195.21400000000003,195.196,0.012,0.012
22.01.2024 09:41:01.372 GMT-0600,195.213,195.187,0.012,0.012
22.01.2024 09:41:01.422 GMT-0600,195.204,195.18599999999998,0.012,0.012
22.01.2024 09:41:01.673 GMT-0600,195.213,195.187,0.012,0.012
22.01.2024 09:41:01.823 GMT-0600,195.204,195.18599999999998,0.012,0.012
22.01.2024 09:41:02.776 GMT-0600,195.183,195.167,0.012,0.012
22.01.2024 09:41:03.644 GMT-0600,195.18400000000003,195.15599999999998,0.012,0.012
22.01.2024 09:41:03.694 GMT-0600,195.174,195.15599999999998,0.012,0.012
22.01.2024 09:41:03.896 GMT-0600,195.183,195.157,0.012,0.012
22.01.2024 09:41:03.948 GMT-0600,195.174,195.15599999999998,0.012,0.012
22.01.2024 09:41:04.951 GMT-0600,195.18400000000003,195.166,0.012,0.012
22.01.2024 09:41:05.051 GMT-0600,195.203,195.17700000000002,0.012,0.012
22.01.2024 09:41:05.152 GMT-0600,195.203,195.187,0.012,0.012
22.01.2024 09:41:05.202 GMT-0600,195.203,195.17700000000002,0.012,0.012
22.01.2024 09:41:05.753 GMT-0600,195.18400000000003,195.15599999999998,0.012,0.012
22.01.2024 09:41:06.105 GMT-0600,195.174,195.15599999999998,0.012,0.012
22.01.2024 09:41:06.305 GMT-0600,195.18400000000003,195.15599999999998,0.012,0.012
22.01.2024 09:41:06.506 GMT-0600,195.174,195.15599999999998,0.012,0.012
22.01.2024 09:41:06.557 GMT-0600,195.18400000000003,195.15599999999998,0.012,0.012
22.01.2024 09:41:06.958 GMT-0600,195.174,195.15599999999998,0.012,0.012
22.01.2024 09:41:07.109 GMT-0600,195.203,195.17700000000002,0.012,0.012
22.01.2024 09:41:07.209 GMT-0600,195.19299999999998,195.17700000000002,0.012,0.012
22.01.2024 09:41:07.259 GMT-0600,195.19400000000002,195.166,0.012,0.012
22.01.2024 09:41:07.310 GMT-0600,195.183,195.167,0.012,0.012
22.01.2024 09:41:07.412 GMT-0600,195.183,195.157,0.012,0.012
22.01.2024 09:41:07.512 GMT-0600,195.18400000000003,195.166,0.012,0.012
22.01.2024 09:41:07.563 GMT-0600,195.19400000000002,195.166,0.012,0.012
22.01.2024 09:41:07.713 GMT-0600,195.183,195.167,0.012,0.012
22.01.2024 09:41:09.318 GMT-0600,195.203,195.17700000000002,0.012,0.012
22.01.2024 09:41:09.569 GMT-0600,195.19299999999998,195.17700000000002,0.012,0.012
22.01.2024 09:41:09.919 GMT-0600,195.204,195.18599999999998,0.012,0.012
22.01.2024 09:41:11.824 GMT-0600,195.19299999999998,195.17700000000002,0.012,0.012
22.01.2024 09:41:12.327 GMT-0600,195.18400000000003,195.166,0.012,0.012
22.01.2024 09:41:12.477 GMT-0600,195.19299999999998,195.167,0.012,0.012
22.01.2024 09:41:12.528 GMT-0600,195.183,195.167,0.012,0.012
22.01.2024 09:41:12.628 GMT-0600,195.19299999999998,195.167,0.012,0.012
22.01.2024 09:41:12.879 GMT-0600,195.19400000000002,195.176,0.012,0.012
22.01.2024 09:41:12.980 GMT-0600,195.204,195.18599999999998,0.012,0.012
22.01.2024 09:41:13.030 GMT-0600,195.213,195.187,0.012,0.012
22.01.2024 09:41:13.281 GMT-0600,195.203,195.187,0.012,0.012
22.01.2024 09:41:13.331 GMT-0600,195.203,195.17700000000002,0.012,0.012
22.01.2024 09:41:13.432 GMT-0600,195.203,195.187,0.012,0.012
22.01.2024 09:41:13.683 GMT-0600,195.203,195.17700000000002,0.012,0.012
22.01.2024 09:41:13.834 GMT-0600,195.19400000000002,195.176,0.012,0.012
22.01.2024 09:41:13.934 GMT-0600,195.203,195.17700000000002,0.012,0.012
22.01.2024 09:41:14.035 GMT-0600,195.19400000000002,195.176,0.012,0.012
22.01.2024 09:41:14.135 GMT-0600,195.19400000000002,195.166,0.012,0.012
22.01.2024 09:41:14.186 GMT-0600,195.19400000000002,195.176,0.012,0.012
22.01.2024 09:41:14.337 GMT-0600,195.19400000000002,195.166,0.012,0.012
22.01.2024 09:41:14.437 GMT-0600,195.19400000000002,195.176,0.012,0.012
22.01.2024 09:41:14.488 GMT-0600,195.19400000000002,195.166,0.012,0.012
22.01.2024 09:41:14.839 GMT-0600,195.19400000000002,195.176,0.012,0.012
22.01.2024 09:41:15.240 GMT-0600,195.19299999999998,195.167,0.012,0.012
22.01.2024 09:41:15.341 GMT-0600,195.19400000000002,195.176,0.012,0.012
22.01.2024 09:41:15.692 GMT-0600,195.18400000000003,195.166,0.012,0.012
22.01.2024 09:41:16.194 GMT-0600,195.174,195.15599999999998,0.012,0.012
22.01.2024 09:41:16.394 GMT-0600,195.183,195.157,0.012,0.012
22.01.2024 09:41:16.946 GMT-0600,195.173,195.157,0.012,0.012
22.01.2024 09:41:17.046 GMT-0600,195.174,195.146,0.012,0.012
22.01.2024 09:41:17.096 GMT-0600,195.163,195.14700000000002,0.012,0.012
22.01.2024 09:41:17.197 GMT-0600,195.174,195.15599999999998,0.012,0.012
22.01.2024 09:41:17.398 GMT-0600,195.173,195.14700000000002,0.012,0.012
22.01.2024 09:41:17.548 GMT-0600,195.163,195.14700000000002,0.012,0.012
22.01.2024 09:41:18.301 GMT-0600,195.153,195.137,0.012,0.012
22.01.2024 09:41:19.542 GMT-0600,195.144,195.12599999999998,0.012,0.012
22.01.2024 09:41:20.044 GMT-0600,195.153,195.137,0.012,0.012
22.01.2024 09:41:20.195 GMT-0600,195.144,195.12599999999998,0.012,0.012
22.01.2024 09:41:22.154 GMT-0600,195.13400000000001,195.106,0.012,0.012
22.01.2024 09:41:22.304 GMT-0600,195.12400000000002,195.096,0.012,0.012
22.01.2024 09:41:22.405 GMT-0600,195.113,195.08700000000002,0.012,0.012
22.01.2024 09:41:22.606 GMT-0600,195.12400000000002,195.096,0.012,0.012
22.01.2024 09:41:23.058 GMT-0600,195.133,195.107,0.012,0.012
22.01.2024 09:41:23.359 GMT-0600,195.123,195.097,0.012,0.012
22.01.2024 09:41:23.609 GMT-0600,195.11400000000003,195.096,0.012,0.012
22.01.2024 09:41:23.710 GMT-0600,195.12400000000002,195.096,0.012,0.012
22.01.2024 09:41:23.761 GMT-0600,195.113,195.097,0.012,0.012
22.01.2024 09:41:23.865 GMT-0600,195.12400000000002,195.096,0.012,0.012
22.01.2024 09:41:23.969 GMT-0600,195.113,195.097,0.012,0.012
22.01.2024 09:41:26.375 GMT-0600,195.123,195.107,0.012,0.012
22.01.2024 09:41:26.477 GMT-0600,195.13400000000001,195.11599999999999,0.012,0.012
22.01.2024 09:41:26.627 GMT-0600,195.12400000000002,195.106,0.012,0.012
22.01.2024 09:41:26.828 GMT-0600,195.133,195.107,0.012,0.012
22.01.2024 09:41:27.330 GMT-0600,195.133,195.11700000000002,0.012,0.012
22.01.2024 09:41:27.430 GMT-0600,195.15400000000002,195.12599999999998,0.012,0.012
22.01.2024 09:41:27.531 GMT-0600,195.143,195.127,0.012,0.012
22.01.2024 09:41:27.631 GMT-0600,195.144,195.11599999999999,0.012,0.012
22.01.2024 09:41:28.383 GMT-0600,195.133,195.11700000000002,0.012,0.012
22.01.2024 09:41:28.434 GMT-0600,195.144,195.11599999999999,0.012,0.012
22.01.2024 09:41:28.685 GMT-0600,195.15400000000002,195.12599999999998,0.012,0.012
22.01.2024 09:41:29.236 GMT-0600,195.143,195.127,0.012,0.012
22.01.2024 09:41:29.437 GMT-0600,195.153,195.127,0.012,0.012
22.01.2024 09:41:29.537 GMT-0600,195.15400000000002,195.136,0.012,0.012
22.01.2024 09:41:30.088 GMT-0600,195.163,195.137,0.012,0.012
22.01.2024 09:41:30.140 GMT-0600,195.173,195.14700000000002,0.012,0.012
22.01.2024 09:41:30.241 GMT-0600,195.16400000000002,195.136,0.012,0.012
22.01.2024 09:41:30.492 GMT-0600,195.16400000000002,195.146,0.012,0.012
22.01.2024 09:41:30.592 GMT-0600,195.163,195.137,0.012,0.012
22.01.2024 09:41:30.693 GMT-0600,195.15400000000002,195.136,0.012,0.012
22.01.2024 09:41:30.793 GMT-0600,195.15400000000002,195.12599999999998,0.012,0.012
22.01.2024 09:41:30.994 GMT-0600,195.143,195.127,0.012,0.012
22.01.2024 09:41:31.045 GMT-0600,195.15400000000002,195.12599999999998,0.012,0.012
22.01.2024 09:41:31.195 GMT-0600,195.163,195.137,0.012,0.012
22.01.2024 09:41:31.346 GMT-0600,195.16400000000002,195.146,0.012,0.012
22.01.2024 09:41:31.647 GMT-0600,195.16400000000002,195.136,0.012,0.012
22.01.2024 09:41:31.697 GMT-0600,195.163,195.14700000000002,0.012,0.012
22.01.2024 09:41:31.999 GMT-0600,195.174,195.146,0.012,0.012
22.01.2024 09:41:32.200 GMT-0600,195.16400000000002,195.146,0.012,0.012
22.01.2024 09:41:32.451 GMT-0600,195.174,195.146,0.012,0.012
22.01.2024 09:41:32.954 GMT-0600,195.174,195.15599999999998,0.012,0.012
22.01.2024 09:41:33.305 GMT-0600,195.19299999999998,195.167,0.012,0.012
22.01.2024 09:41:33.355 GMT-0600,195.19299999999998,195.17700000000002,0.012,0.012
22.01.2024 09:41:33.405 GMT-0600,195.203,195.17700000000002,0.012,0.012
22.01.2024 09:41:33.556 GMT-0600,195.19299999999998,195.17700000000002,0.012,0.012
22.01.2024 09:41:33.606 GMT-0600,195.204,195.176,0.012,0.012
22.01.2024 09:41:34.258 GMT-0600,195.213,195.187,0.012,0.012
22.01.2024 09:41:34.359 GMT-0600,195.21400000000003,195.196,0.012,0.012
22.01.2024 09:41:36.464 GMT-0600,195.204,195.18599999999998,0.012,0.012
22.01.2024 09:41:36.842 GMT-0600,195.19400000000002,195.176,0.012,0.012
22.01.2024 09:41:36.894 GMT-0600,195.19400000000002,195.166,0.012,0.012
22.01.2024 09:41:37.152 GMT-0600,195.203,195.17700000000002,0.012,0.012
22.01.2024 09:41:37.454 GMT-0600,195.21400000000003,195.18599999999998,0.012,0.012
22.01.2024 09:41:37.607 GMT-0600,195.21400000000003,195.196,0.012,0.012
22.01.2024 09:41:37.758 GMT-0600,195.204,195.176,0.012,0.012
22.01.2024 09:41:37.908 GMT-0600,195.204,195.18599999999998,0.012,0.012
22.01.2024 09:41:37.959 GMT-0600,195.213,195.187,0.012,0.012
22.01.2024 09:41:38.309 GMT-0600,195.204,195.18599999999998,0.012,0.012
22.01.2024 09:41:39.111 GMT-0600,195.19400000000002,195.176,0.012,0.012
22.01.2024 09:41:39.212 GMT-0600,195.204,195.176,0.012,0.012
22.01.2024 09:41:40.214 GMT-0600,195.21400000000003,195.18599999999998,0.012,0.012
22.01.2024 09:41:40.415 GMT-0600,195.22400000000002,195.196,0.012,0.012
22.01.2024 09:41:40.566 GMT-0600,195.21400000000003,195.196,0.012,0.012
22.01.2024 09:41:40.616 GMT-0600,195.22400000000002,195.196,0.012,0.012
22.01.2024 09:41:40.766 GMT-0600,195.213,195.197,0.012,0.012
22.01.2024 09:41:40.867 GMT-0600,195.22400000000002,195.196,0.012,0.012
22.01.2024 09:41:40.967 GMT-0600,195.21400000000003,195.18599999999998,0.012,0.012
22.01.2024 09:41:41.068 GMT-0600,195.203,195.187,0.012,0.012
22.01.2024 09:41:41.319 GMT-0600,195.19299999999998,195.17700000000002,0.012,0.012
22.01.2024 09:41:41.419 GMT-0600,195.203,195.17700000000002,0.012,0.012
22.01.2024 09:41:41.469 GMT-0600,195.204,195.18599999999998,0.012,0.012
22.01.2024 09:41:41.570 GMT-0600,195.21400000000003,195.196,0.012,0.012
22.01.2024 09:41:41.671 GMT-0600,195.204,195.18599999999998,0.012,0.012
22.01.2024 09:41:41.822 GMT-0600,195.213,195.187,0.012,0.012
22.01.2024 09:41:41.922 GMT-0600,195.213,195.197,0.012,0.012
22.01.2024 09:41:41.972 GMT-0600,195.22400000000002,195.196,0.012,0.012
22.01.2024 09:41:42.424 GMT-0600,195.22299999999998,195.20700000000002,0.012,0.012
22.01.2024 09:41:42.875 GMT-0600,195.234,195.206,0.012,0.012
22.01.2024 09:41:43.276 GMT-0600,195.22299999999998,195.20700000000002,0.012,0.012
22.01.2024 09:41:43.427 GMT-0600,195.213,195.197,0.012,0.012
22.01.2024 09:41:43.733 GMT-0600,195.203,195.187,0.012,0.012
22.01.2024 09:41:45.136 GMT-0600,195.21400000000003,195.196,0.012,0.012
22.01.2024 09:41:45.187 GMT-0600,195.22299999999998,195.197,0.012,0.012
22.01.2024 09:41:45.337 GMT-0600,195.21400000000003,195.18599999999998,0.012,0.012
22.01.2024 09:41:45.588 GMT-0600,195.204,195.18599999999998,0.012,0.012
22.01.2024 09:41:45.639 GMT-0600,195.21400000000003,195.18599999999998,0.012,0.012
22.01.2024 09:41:45.940 GMT-0600,195.22400000000002,195.196,0.012,0.012
22.01.2024 09:41:46.191 GMT-0600,195.22400000000002,195.206,0.012,0.012
22.01.2024 09:41:46.642 GMT-0600,195.243,195.227,0.012,0.012
22.01.2024 09:41:46.693 GMT-0600,195.253,195.227,0.012,0.012
22.01.2024 09:41:47.044 GMT-0600,195.263,195.23700000000002,0.012,0.012
22.01.2024 09:41:47.245 GMT-0600,195.25400000000002,195.236,0.012,0.012
22.01.2024 09:41:47.696 GMT-0600,195.264,195.24599999999998,0.012,0.012
22.01.2024 09:41:49.402 GMT-0600,195.27400000000003,195.24599999999998,0.012,0.012
22.01.2024 09:41:49.553 GMT-0600,195.263,195.247,0.012,0.012
22.01.2024 09:41:49.604 GMT-0600,195.273,195.247,0.012,0.012
22.01.2024 09:41:49.905 GMT-0600,195.264,195.24599999999998,0.012,0.012
22.01.2024 09:41:50.055 GMT-0600,195.25400000000002,195.236,0.012,0.012
22.01.2024 09:41:50.608 GMT-0600,195.263,195.247,0.012,0.012
22.01.2024 09:41:50.859 GMT-0600,195.27400000000003,195.24599999999998,0.012,0.012
22.01.2024 09:41:51.038 GMT-0600,195.273,195.257,0.012,0.012
22.01.2024 09:41:51.590 GMT-0600,195.263,195.247,0.012,0.012
22.01.2024 09:41:52.091 GMT-0600,195.25400000000002,195.236,0.012,0.012
22.01.2024 09:41:52.242 GMT-0600,195.243,195.227,0.012,0.012
22.01.2024 09:41:52.292 GMT-0600,195.243,195.217,0.012,0.012
22.01.2024 09:41:52.743 GMT-0600,195.234,195.21599999999998,0.012,0.012
22.01.2024 09:41:52.793 GMT-0600,195.22299999999998,195.197,0.012,0.012
22.01.2024 09:41:52.894 GMT-0600,195.233,195.20700000000002,0.012,0.012
22.01.2024 09:41:53.095 GMT-0600,195.233,195.217,0.012,0.012
22.01.2024 09:41:53.145 GMT-0600,195.243,195.217,0.012,0.012
22.01.2024 09:41:53.596 GMT-0600,195.233,195.217,0.012,0.012
22.01.2024 09:41:54.348 GMT-0600,195.22400000000002,195.206,0.012,0.012
22.01.2024 09:41:54.448 GMT-0600,195.22400000000002,195.196,0.012,0.012
22.01.2024 09:41:54.499 GMT-0600,195.22299999999998,195.20700000000002,0.012,0.012
22.01.2024 09:41:54.900 GMT-0600,195.234,195.206,0.012,0.012
22.01.2024 09:41:55.001 GMT-0600,195.233,195.217,0.012,0.012
22.01.2024 09:41:55.051 GMT-0600,195.234,195.206,0.012,0.012
22.01.2024 09:41:55.202 GMT-0600,195.233,195.217,0.012,0.012
22.01.2024 09:41:55.252 GMT-0600,195.233,195.20700000000002,0.012,0.012
22.01.2024 09:41:55.453 GMT-0600,195.22400000000002,195.196,0.012,0.012
22.01.2024 09:41:55.554 GMT-0600,195.213,195.197,0.012,0.012
22.01.2024 09:41:55.705 GMT-0600,195.22400000000002,195.206,0.012,0.012
22.01.2024 09:41:56.357 GMT-0600,195.213,195.197,0.012,0.012
22.01.2024 09:41:56.608 GMT-0600,195.22299999999998,195.20700000000002,0.012,0.012
22.01.2024 09:41:56.658 GMT-0600,195.22400000000002,195.196,0.012,0.012
22.01.2024 09:41:56.859 GMT-0600,195.213,195.197,0.012,0.012
22.01.2024 09:41:56.959 GMT-0600,195.22400000000002,195.196,0.012,0.012
22.01.2024 09:41:57.110 GMT-0600,195.22299999999998,195.20700000000002,0.012,0.012
22.01.2024 09:41:57.160 GMT-0600,195.22400000000002,195.196,0.012,0.012
22.01.2024 09:41:57.311 GMT-0600,195.22400000000002,195.206,0.012,0.012
22.01.2024 09:41:57.863 GMT-0600,195.234,195.206,0.012,0.012
22.01.2024 09:41:57.914 GMT-0600,195.24400000000003,195.21599999999998,0.012,0.012
22.01.2024 09:41:58.114 GMT-0600,195.234,195.21599999999998,0.012,0.012
22.01.2024 09:41:58.165 GMT-0600,195.24400000000003,195.21599999999998,0.012,0.012
22.01.2024 09:41:58.466 GMT-0600,195.24400000000003,195.226,0.012,0.012
22.01.2024 09:41:58.617 GMT-0600,195.24400000000003,195.21599999999998,0.012,0.012
22.01.2024 09:41:58.667 GMT-0600,195.24400000000003,195.226,0.012,0.012
22.01.2024 09:41:58.718 GMT-0600,195.24400000000003,195.21599999999998,0.012,0.012
22.01.2024 09:41:58.918 GMT-0600,195.233,195.217,0.012,0.012
22.01.2024 09:41:59.570 GMT-0600,195.243,195.217,0.012,0.012
22.01.2024 09:42:00.171 GMT-0600,195.24400000000003,195.226,0.012,0.012
22.01.2024 09:42:00.322 GMT-0600,195.24400000000003,195.21599999999998,0.012,0.012
22.01.2024 09:42:00.573 GMT-0600,195.233,195.20700000000002,0.012,0.012
22.01.2024 09:42:00.723 GMT-0600,195.24400000000003,195.226,0.012,0.012
22.01.2024 09:42:00.774 GMT-0600,195.24400000000003,195.21599999999998,0.012,0.012
22.01.2024 09:42:01.225 GMT-0600,195.234,195.206,0.012,0.012
22.01.2024 09:42:01.376 GMT-0600,195.234,195.21599999999998,0.012,0.012
22.01.2024 09:42:02.027 GMT-0600,195.24400000000003,195.21599999999998,0.012,0.012
22.01.2024 09:42:02.229 GMT-0600,195.234,195.21599999999998,0.012,0.012
22.01.2024 09:42:02.379 GMT-0600,195.22400000000002,195.196,0.012,0.012
